PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,DAILY_YIELD_MW
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,150761642.0,0.0
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,150761642.0,0.0
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,150761642.0,0.0
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,150761642.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,0.0,0.0,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,942.14880953,90.929166668,0.0,143581676.0,0.0
86835021,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,6142.1011903,593.33869048,61.261904762,143581737.786,0.061261904762000004
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,15271.1547618,1480.19464286,324.529761903,150761965.28,0.324529761903
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,28626.589287,2790.4482143,819.5059523699999,150762459.039,0.8195059523699999
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,41345.914287,4052.6621428999997,1717.74999999,150763357.178,1.71774999999
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,44564.20833,4368.7226191,2751.9761904,150764404.842,2.7519761904
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,43619.291666,4275.935119,3850.3750001,150765492.446,3.8503750000999997
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,44395.892857,4352.0946427,4888.4285715,150766532.856,4.8884285714999995
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,64834.803572,6365.6089285,6160.8214287,150767798.534,6.1608214287
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,101937.157142,10002.0646429,8229.2071429,150769870.75,8.2292071429
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,112129.565473,10995.602976099999,10969.9880953,150772612.921,10.9699880953
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,92505.464285,9080.0678571,13269.5178572,150774907.59,13.2695178572
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,165598.892858,16211.35,16593.1785714,150778223.179,16.5931785714
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,98826.017857,9692.832143,19980.9821428,150781620.096,19.9809821428
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,76522.24999899999,7511.4000001,21888.8928567,150783541.786,21.8888928567
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,161370.035715,15793.1124999,24533.3809524,150786170.786,24.533380952399998
90970022,1BY6WEcLGh8j5v71IF53ai7Xc0U56Y3PZuoBAID5Wc2HD7JYdWkrLSPkdwr4McdE0feGgRqW7CaVHMLBKoKgIrUVDUWRmjgnKYAwPKWDbYxYtjZvoooNbGkEZnxXDlPa8U1GXgEZoEaEvLYb1n2sOqadLQvlD726eNBSBbvBOhCH3iADSZryiCRJl6heRkivqQ3ih0vzX44oOqAx2fpkci93gMrogZuBjrGa61gmuvPhdLxVsjndEbLyjtCKgGvuHbuxQJl8lW7ozcwCURE6d3bPkepu2z9Y9gH1T5YWrNuGzBIq5rxdHJRwDNYzVJPv84UY57bAof,183026.214283,17896.7982142,29346.7321444,150790998.963,29.3467321444
